ERR1712220,[2021-07-01 22:39:45.122] [jointLog] [info] Mapping rate = 5.32222%
ERR1712231,[2021-07-01 22:42:21.918] [jointLog] [info] Mapping rate = 0.56424%
ERR1719149,[2021-07-01 22:58:54.221] [jointLog] [info] Mapping rate = 0.471325%
ERR1719152,[2021-07-01 22:29:06.319] [jointLog] [info] Mapping rate = 0.320987%
ERR1719155,[2021-07-01 22:29:28.815] [jointLog] [info] Mapping rate = 0.0814488%
ERR1719156,[2021-07-01 22:29:27.345] [jointLog] [info] Mapping rate = 0.105622%
ERR1719157,[2021-07-01 22:33:47.604] [jointLog] [info] Mapping rate = 0.14355%
ERR1719159,[2021-07-01 22:34:15.456] [jointLog] [info] Mapping rate = 0.236178%
ERR1719160,[2021-07-01 22:36:13.790] [jointLog] [info] Mapping rate = 0.11549%
ERR1719161,[2021-07-01 22:34:41.490] [jointLog] [info] Mapping rate = 0.107204%
ERR1719162,[2021-07-01 22:53:56.304] [jointLog] [info] Mapping rate = 1.05017%
ERR1719163,[2021-07-01 22:45:14.450] [jointLog] [info] Mapping rate = 0.573923%
ERR1719164,[2021-07-01 22:44:47.330] [jointLog] [info] Mapping rate = 0.356742%
ERR1719165,[2021-07-01 23:04:19.457] [jointLog] [info] Mapping rate = 0.187139%
ERR1719171,[2021-07-01 22:57:18.557] [jointLog] [info] Mapping rate = 0.261353%
ERR1719172,[2021-07-01 22:35:58.851] [jointLog] [info] Mapping rate = 0.3155%
ERR1719181,[2021-07-01 22:38:08.583] [jointLog] [info] Mapping rate = 0.737111%
ERR1719183,[2021-07-01 22:27:53.745] [jointLog] [info] Mapping rate = 0.231697%
ERR1719185,[2021-07-01 23:21:28.333] [jointLog] [info] Mapping rate = 0.104915%
ERR1719191,[2021-07-01 22:29:30.923] [jointLog] [info] Mapping rate = 0.254378%
ERR1719194,[2021-07-01 22:34:23.868] [jointLog] [info] Mapping rate = 0.436701%
ERR1719197,[2021-07-01 23:41:18.422] [jointLog] [info] Mapping rate = 0.381457%
ERR1719198,[2021-07-01 23:17:12.385] [jointLog] [info] Mapping rate = 1.00439%
ERR1719199,[2021-07-01 22:44:35.322] [jointLog] [info] Mapping rate = 0.232639%
ERR1719207,[2021-07-01 22:53:57.909] [jointLog] [info] Mapping rate = 0.132928%
ERR1719213,[2021-07-01 22:45:23.663] [jointLog] [info] Mapping rate = 0.22973%
ERR1719214,[2021-07-01 23:00:01.121] [jointLog] [info] Mapping rate = 0.238676%
ERR1719217,[2021-07-01 22:47:29.630] [jointLog] [info] Mapping rate = 1.01839%
ERR1719218,[2021-07-01 22:57:55.480] [jointLog] [info] Mapping rate = 0.177566%
ERR1719223,[2021-07-01 22:52:37.756] [jointLog] [info] Mapping rate = 0.314095%
ERR1719224,[2021-07-01 23:15:56.255] [jointLog] [info] Mapping rate = 0.208503%
ERR1719230,[2021-07-01 23:17:58.283] [jointLog] [info] Mapping rate = 0.567502%
ERR1719231,[2021-07-01 23:29:51.166] [jointLog] [info] Mapping rate = 0.198623%
ERR1719235,[2021-07-01 22:30:20.831] [jointLog] [info] Mapping rate = 0.108134%
ERR1719236,[2021-07-01 23:20:33.845] [jointLog] [info] Mapping rate = 0.397723%
ERR1719238,[2021-07-01 23:07:49.467] [jointLog] [info] Mapping rate = 0.180979%
ERR1719241,[2021-07-01 22:57:40.697] [jointLog] [info] Mapping rate = 0.199852%
ERR1719243,[2021-07-01 23:04:35.516] [jointLog] [info] Mapping rate = 0.151475%
ERR1719252,[2021-07-01 22:43:28.734] [jointLog] [info] Mapping rate = 0.333165%
ERR1719253,[2021-07-01 22:36:40.757] [jointLog] [info] Mapping rate = 0.237106%
ERR1719256,[2021-07-01 22:45:12.222] [jointLog] [info] Mapping rate = 0.134821%
ERR1719257,[2021-07-01 22:49:37.003] [jointLog] [info] Mapping rate = 0.486284%
ERR1719258,[2021-07-01 22:45:58.293] [jointLog] [info] Mapping rate = 0.818496%
ERR1719261,[2021-07-01 22:39:35.641] [jointLog] [info] Mapping rate = 0.419392%
ERR1719267,[2021-07-01 22:41:18.244] [jointLog] [info] Mapping rate = 0.180544%
ERR1719276,[2021-07-01 22:41:58.289] [jointLog] [info] Mapping rate = 0.31771%
ERR1719287,[2021-07-01 22:59:25.738] [jointLog] [info] Mapping rate = 0.136267%
ERR1719294,[2021-07-01 22:26:28.008] [jointLog] [info] Mapping rate = 0.232906%
ERR1719298,[2021-07-01 22:27:27.292] [jointLog] [info] Mapping rate = 0.227656%
ERR1719301,[2021-07-01 22:25:42.753] [jointLog] [info] Mapping rate = 0.154984%
ERR1719306,[2021-07-01 22:34:25.943] [jointLog] [info] Mapping rate = 0.175659%
ERR1719310,[2021-07-01 22:32:29.005] [jointLog] [info] Mapping rate = 0.247989%
ERR1719311,[2021-07-01 22:35:53.064] [jointLog] [info] Mapping rate = 0.275022%
ERR1719313,[2021-07-01 22:25:23.496] [jointLog] [info] Mapping rate = 0.0899771%
ERR1719314,[2021-07-01 23:24:55.840] [jointLog] [info] Mapping rate = 0.22684%
ERR1719316,[2021-07-01 23:18:09.677] [jointLog] [info] Mapping rate = 0.293496%
ERR1719326,[2021-07-01 23:23:46.265] [jointLog] [info] Mapping rate = 0.190697%
ERR1719327,[2021-07-01 23:29:55.132] [jointLog] [info] Mapping rate = 0.35076%
ERR1719329,[2021-07-01 23:27:08.604] [jointLog] [info] Mapping rate = 0.196274%
ERR1719331,[2021-07-01 22:33:36.282] [jointLog] [info] Mapping rate = 0.255714%
ERR1719344,[2021-07-01 22:43:07.132] [jointLog] [info] Mapping rate = 0.242305%
ERR1719353,[2021-07-01 22:30:23.842] [jointLog] [info] Mapping rate = 0.246805%
ERR1719364,[2021-07-01 22:44:33.150] [jointLog] [info] Mapping rate = 0.81161%
ERR1719366,[2021-07-01 22:28:43.788] [jointLog] [info] Mapping rate = 0.194167%
ERR1719372,[2021-07-01 22:42:57.035] [jointLog] [info] Mapping rate = 0.257761%
ERR1719375,[2021-07-01 23:07:55.137] [jointLog] [info] Mapping rate = 0.104555%
ERR1719378,[2021-07-01 23:23:17.639] [jointLog] [info] Mapping rate = 0.126349%
ERR1719379,[2021-07-01 23:18:41.248] [jointLog] [info] Mapping rate = 0.153056%
ERR1719387,[2021-07-01 22:45:29.697] [jointLog] [info] Mapping rate = 0.121166%
ERR1719388,[2021-07-01 23:05:25.736] [jointLog] [info] Mapping rate = 0.22511%
ERR1719389,[2021-07-01 23:06:55.167] [jointLog] [info] Mapping rate = 0.808326%
ERR1719390,[2021-07-01 22:52:52.839] [jointLog] [info] Mapping rate = 0.185371%
ERR1719393,[2021-07-01 22:50:39.881] [jointLog] [info] Mapping rate = 0.216796%
ERR1719395,[2021-07-01 22:49:39.694] [jointLog] [info] Mapping rate = 0.143298%
ERR1719404,[2021-07-01 23:07:32.298] [jointLog] [info] Mapping rate = 0.2538%
ERR1719405,[2021-07-01 23:17:08.098] [jointLog] [info] Mapping rate = 0.211737%
ERR1719406,[2021-07-01 23:52:50.564] [jointLog] [info] Mapping rate = 0.167491%
ERR1719408,[2021-07-01 22:40:31.821] [jointLog] [info] Mapping rate = 1.28501%
ERR1719409,[2021-07-01 22:42:40.588] [jointLog] [info] Mapping rate = 0.586578%
ERR1719424,[2021-07-01 22:34:18.838] [jointLog] [info] Mapping rate = 0.0819281%
ERR1719428,[2021-07-01 22:34:23.519] [jointLog] [info] Mapping rate = 0.466803%
ERR1719440,[2021-07-01 22:25:43.404] [jointLog] [info] Mapping rate = 0.133961%
ERR1719441,[2021-07-01 22:34:38.637] [jointLog] [info] Mapping rate = 0.222994%
ERR1719443,[2021-07-01 22:36:36.519] [jointLog] [info] Mapping rate = 0.27414%
ERR1719446,[2021-07-01 22:27:29.231] [jointLog] [info] Mapping rate = 0.236574%
ERR1719448,[2021-07-01 22:46:25.903] [jointLog] [info] Mapping rate = 0.20964%
ERR1719451,[2021-07-01 23:48:07.582] [jointLog] [info] Mapping rate = 0.325298%
ERR1719453,[2021-07-01 23:30:16.727] [jointLog] [info] Mapping rate = 0.299609%
ERR1719454,[2021-07-01 23:00:08.344] [jointLog] [info] Mapping rate = 0.187241%
ERR1719455,[2021-07-01 22:27:37.354] [jointLog] [info] Mapping rate = 0.155243%
ERR1719459,[2021-07-01 22:30:13.857] [jointLog] [info] Mapping rate = 0.15006%
ERR1719463,[2021-07-01 22:27:56.145] [jointLog] [info] Mapping rate = 0.240406%
ERR1719475,[2021-07-01 22:38:45.153] [jointLog] [info] Mapping rate = 1.10693%
ERR1719478,[2021-07-01 22:27:20.132] [jointLog] [info] Mapping rate = 0.253428%
ERR1719484,[2021-07-01 22:41:20.466] [jointLog] [info] Mapping rate = 0.204379%
ERR1719486,[2021-07-01 22:35:41.881] [jointLog] [info] Mapping rate = 0.425022%
ERR1719487,[2021-07-01 22:28:09.888] [jointLog] [info] Mapping rate = 0.467205%
ERR1719488,[2021-07-01 22:36:20.635] [jointLog] [info] Mapping rate = 1.01541%
ERR1719498,[2021-07-01 22:35:35.213] [jointLog] [info] Mapping rate = 0.404045%
ERR1719502,[2021-07-01 22:47:58.637] [jointLog] [info] Mapping rate = 0.365792%
ERR1719503,[2021-07-01 22:58:14.778] [jointLog] [info] Mapping rate = 0.976093%
ERR1719514,[2021-07-01 22:47:30.338] [jointLog] [info] Mapping rate = 0.228545%
ERR1719515,[2021-07-01 22:48:27.234] [jointLog] [info] Mapping rate = 0.250395%
ERR1740115,[2021-07-01 23:18:56.706] [jointLog] [info] Mapping rate = 0.250989%
ERR1740117,[2021-07-01 22:26:17.585] [jointLog] [info] Mapping rate = 0.579537%
ERR1740125,[2021-07-01 22:37:01.843] [jointLog] [info] Mapping rate = 0.626266%
